PlayKey,time,event,x,y,dir,dis,o,s
26624-1-29,20.8,,30.38,19.72,35.76,0.06,333.22,0.63
26624-1-29,20.9,,30.41,19.76,32.32,0.05,330.56,0.63
26624-1-29,21,,30.44,19.79,30.14,0.05,327.55,0.61
26624-1-29,21.1,,30.47,19.83,27.33,0.05,324.23,0.6
26624-1-29,21.2,,30.5,19.88,24.12,0.06,320.46,0.59
26624-1-29,21.3,,30.54,19.93,20.23,0.06,316.29,0.59
26624-1-29,21.4,,30.56,19.99,16.16,0.07,312.14,0.6
26624-1-29,21.5,,30.57,20.06,12.63,0.07,308.03,0.59
26624-1-29,21.6,,30.57,20.12,9.86,0.07,303.89,0.58
26624-1-29,21.7,,30.57,20.2,7.89,0.07,299.38,0.59
26624-1-29,21.8,,30.57,20.27,6.86,0.08,294.06,0.6
26624-1-29,21.9,,30.56,20.34,5.68,0.07,287.95,0.62
26624-1-29,22,,30.56,20.41,4.56,0.06,281.09,0.62
26624-1-29,22.1,,30.55,20.48,3.93,0.07,273.44,0.61
26624-1-29,22.2,,30.55,20.55,3.15,0.07,265.08,0.6
26624-1-29,22.3,,30.54,20.61,2.86,0.06,256.08,0.58
26624-1-29,22.4,,30.53,20.66,3.41,0.05,246.47,0.55
26624-1-29,22.5,,30.52,20.71,4.76,0.05,236.26,0.52
26624-1-29,22.6,,30.52,20.76,6.13,0.06,225.52,0.48
26624-1-29,22.7,,30.54,20.83,7.75,0.07,214.71,0.44
26624-1-29,22.8,,30.55,20.89,10.02,0.06,204.35,0.4
26624-1-29,22.9,,30.56,20.94,12.3,0.05,194.77,0.35
26624-1-29,23,,30.58,20.98,15.36,0.04,186.19,0.3
26624-1-29,23.1,,30.6,21.01,19.92,0.03,178.68,0.26
26624-1-29,23.2,,30.61,21.03,26.16,0.03,172.27,0.22
26624-1-30,0,huddle_start_offense,31.46,22.29,327.7,0.02,309.6,0.03
26624-1-30,0.1,,31.46,22.29,11.39,0.01,308.38,0.02
26624-1-30,0.2,,31.46,22.29,104.77,0,307.49,0.03
26624-1-30,0.3,,31.47,22.28,108.93,0.01,307.08,0.05
26624-1-30,0.4,,31.47,22.27,109.95,0.01,307.2,0.06
26624-1-30,0.5,,31.49,22.27,109.69,0.01,307.7,0.06
26624-1-30,0.6,,31.5,22.26,112.54,0.02,308.42,0.06
26624-1-30,0.7,,31.51,22.24,115.25,0.02,309.18,0.06
26624-1-30,0.8,,31.51,22.22,117.33,0.02,309.74,0.06
26624-1-30,0.9,,31.51,22.21,116.47,0.01,310.04,0.06
26624-1-30,1,,31.52,22.19,110.94,0.02,310.05,0.07
26624-1-30,1.1,,31.53,22.17,99.8,0.02,309.71,0.06
26624-1-30,1.2,,31.54,22.17,83.35,0.01,308.97,0.05
26624-1-30,1.3,,31.55,22.17,73.09,0.01,307.72,0.05
26624-1-30,1.4,,31.55,22.18,68.53,0.01,305.8,0.05
26624-1-30,1.5,,31.55,22.19,61.88,0.01,303.1,0.04
26624-1-30,1.6,,31.55,22.2,52.14,0.01,299.79,0.04
26624-1-30,1.7,,31.55,22.22,44.32,0.01,296.39,0.04
26624-1-30,1.8,,31.56,22.23,47.88,0.02,293.35,0.03
26624-1-30,1.9,,31.57,22.25,41.39,0.02,290.88,0.03
26624-1-30,2,,31.56,22.27,18.44,0.02,289.04,0.02
26624-1-30,2.1,,31.56,22.29,5.56,0.02,287.88,0.03
26624-1-30,2.2,,31.56,22.3,356.91,0.01,287.5,0.04
26624-1-30,2.3,,31.56,22.3,352.47,0,288.02,0.04
26624-1-30,2.4,,31.56,22.29,351.74,0.01,289.55,0.06
26624-1-30,2.5,,31.56,22.28,349.45,0.01,292.01,0.09
26624-1-30,2.6,,31.56,22.27,346.18,0.02,295.2,0.12
26624-1-30,2.7,,31.56,22.25,342.44,0.02,298.82,0.16
26624-1-30,2.8,,31.55,22.23,339.16,0.02,302.31,0.21
26624-1-30,2.9,,31.55,22.21,337.49,0.02,304.93,0.25
26624-1-30,3,,31.55,22.22,336.96,0,306.31,0.28
26624-1-30,3.1,,31.55,22.23,335.76,0.02,306.43,0.32
26624-1-30,3.2,,31.54,22.26,335.11,0.02,305.45,0.36
26624-1-30,3.3,,31.54,22.29,334.84,0.04,303.55,0.4
26624-1-30,3.4,,31.53,22.36,334.22,0.06,300.87,0.45
26624-1-30,3.5,,31.5,22.43,333.67,0.08,297.37,0.5
26624-1-30,3.6,,31.47,22.51,333.44,0.08,293.17,0.55
26624-1-30,3.7,,31.44,22.6,333.26,0.09,288.72,0.6
26624-1-30,3.8,,31.39,22.68,332.5,0.09,284.65,0.65
26624-1-30,3.9,,31.36,22.75,330.98,0.08,281.49,0.7
26624-1-30,4,,31.33,22.82,329.58,0.08,279.56,0.73
26624-1-30,4.1,,31.29,22.89,328.26,0.07,279.18,0.76
26624-1-30,4.2,,31.25,22.95,326.72,0.07,280.46,0.78
26624-1-30,4.3,huddle_break_offense,31.21,23.01,324.89,0.08,283.45,0.79
26624-1-30,4.4,,31.16,23.07,323.12,0.08,288.05,0.79
26624-1-30,4.5,,31.11,23.14,321.48,0.08,293.94,0.8
26624-1-30,4.6,,31.06,23.2,319.47,0.08,300.61,0.78
26624-1-30,4.7,,31,23.26,317.26,0.08,307.77,0.76
26624-1-30,4.8,,30.94,23.31,315.28,0.08,315.19,0.75
26624-1-30,4.9,,30.88,23.37,313.49,0.08,322.63,0.73
26624-1-30,5,,30.82,23.42,312.42,0.08,329.86,0.71
26624-1-30,5.1,,30.77,23.47,311.87,0.08,336.71,0.69
26624-1-30,5.2,,30.71,23.52,311.14,0.08,343.01,0.66
26624-1-30,5.3,,30.64,23.58,310.55,0.08,348.61,0.63
26624-1-30,5.4,,30.58,23.63,310.05,0.08,353.4,0.6
26624-1-30,5.5,,30.52,23.66,309.96,0.07,357.3,0.57
26624-1-30,5.6,,30.46,23.69,310.59,0.06,0.3,0.53
26624-1-30,5.7,,30.41,23.71,311.85,0.06,2.48,0.48
26624-1-30,5.8,,30.37,23.73,313.63,0.04,4.07,0.44
26624-1-30,5.9,,30.35,23.75,315.78,0.04,5.24,0.39
26624-1-30,6,,30.33,23.78,318.81,0.03,5.99,0.35
26624-1-30,6.1,,30.31,23.8,323.04,0.03,6.29,0.31
26624-1-30,6.2,,30.29,23.81,328.2,0.02,6.11,0.26
26624-1-30,6.3,,30.28,23.83,335.39,0.02,5.44,0.21
26624-1-30,6.4,,30.28,23.86,347.68,0.02,4.39,0.17
26624-1-30,6.5,,30.28,23.87,5.27,0.02,3.15,0.16
26624-1-30,6.6,,30.29,23.89,24.19,0.02,1.93,0.17
26624-1-30,6.7,,30.31,23.91,38.86,0.03,0.81,0.19
26624-1-30,6.8,,30.33,23.93,49.43,0.03,359.83,0.21
26624-1-30,6.9,,30.35,23.95,57.48,0.03,359.06,0.22
26624-1-30,7,,30.38,23.96,64.17,0.03,358.45,0.25
26624-1-30,7.1,,30.4,23.97,70.2,0.03,357.92,0.27
26624-1-30,7.2,,30.43,23.97,74.17,0.03,357.41,0.29
26624-1-30,7.3,,30.46,23.97,76.25,0.03,356.96,0.31
26624-1-30,7.4,,30.49,23.97,78.32,0.04,356.65,0.32
26624-1-30,7.5,,30.54,23.98,80.45,0.05,356.57,0.33
26624-1-30,7.6,,30.58,23.99,83.06,0.05,356.67,0.33
26624-1-30,7.7,,30.63,23.99,86.03,0.04,356.68,0.34
26624-1-30,7.8,,30.66,23.99,88.52,0.04,356.53,0.34
26624-1-30,7.9,,30.71,23.99,90.22,0.04,356.28,0.34
26624-1-30,8,,30.75,23.98,91.93,0.04,355.85,0.34
26624-1-30,8.1,,30.79,23.98,92.66,0.04,355.23,0.33
26624-1-30,8.2,,30.81,23.99,91.9,0.03,354.54,0.33
26624-1-30,8.3,,30.85,23.99,92,0.03,354.01,0.32
26624-1-30,8.4,,30.88,23.99,92.8,0.03,353.88,0.31
26624-1-30,8.5,,30.91,23.98,92.55,0.03,354.1,0.3
26624-1-30,8.6,,30.94,23.97,92,0.03,354.5,0.29
26624-1-30,8.7,,30.96,23.96,91.15,0.02,354.88,0.28
26624-1-30,8.8,,30.98,23.96,89.63,0.02,355.32,0.27
26624-1-30,8.9,,31,23.95,87.92,0.02,355.98,0.25
26624-1-30,9,,31.02,23.94,87.23,0.02,356.79,0.24
26624-1-30,9.1,line_set,31.04,23.95,87.72,0.02,357.75,0.23
26624-1-30,9.2,,31.06,23.95,87.09,0.02,358.99,0.21
26624-1-30,9.3,,31.09,23.96,84.57,0.03,0.5,0.2
26624-1-30,9.4,,31.12,23.96,80.56,0.03,2.11,0.19
26624-1-30,9.5,,31.15,23.97,75.88,0.03,3.52,0.17
26624-1-30,9.6,,31.17,23.98,72.32,0.02,4.5,0.16
26624-1-30,9.7,,31.19,23.99,69.66,0.02,5.08,0.15
26624-1-30,9.8,,31.2,24,65.38,0.01,5.46,0.14
26624-1-30,9.9,,31.21,24,61.85,0.01,5.75,0.13
26624-1-30,10,man_in_motion,31.22,24,60.58,0.01,6.01,0.11
26624-1-30,10.1,,31.23,24.01,57.82,0.01,6.28,0.1
26624-1-30,10.2,,31.23,24.02,52.88,0.01,6.64,0.09
26624-1-30,10.3,,31.23,24.04,46.36,0.01,7.06,0.07
26624-1-30,10.4,,31.23,24.04,38.09,0.01,7.43,0.06
26624-1-30,10.5,,31.23,24.05,29.42,0,7.72,0.05
26624-1-30,10.6,,31.23,24.05,17.57,0,7.94,0.04
26624-1-30,10.7,,31.23,24.05,3.94,0,8.22,0.03
26624-1-30,10.8,,31.22,24.05,352.31,0,8.59,0.03
26624-1-30,10.9,,31.22,24.05,341.5,0,9.06,0.03
26624-1-30,11,,31.22,24.05,330.4,0,9.57,0.03
26624-1-30,11.1,,31.21,24.05,317.45,0,10.1,0.03
26624-1-30,11.2,,31.21,24.05,303.4,0,10.58,0.02
26624-1-30,11.3,,31.21,24.05,294.33,0,10.98,0.02
26624-1-30,11.4,,31.21,24.05,289.69,0,11.28,0.02
26624-1-30,11.5,,31.21,24.05,288.27,0,11.48,0.02
26624-1-30,11.6,,31.21,24.05,289.96,0,11.59,0.02
26624-1-30,11.7,,31.2,24.05,292.38,0,11.64,0.02
26624-1-30,11.8,,31.2,24.06,293.99,0,11.63,0.02
26624-1-30,11.9,,31.2,24.06,294.74,0,11.55,0.02
26624-1-30,12,,31.2,24.06,294.58,0,11.41,0.02
26624-1-30,12.1,,31.2,24.06,294.06,0,11.21,0.02
26624-1-30,12.2,,31.2,24.06,294.12,0,10.98,0.02
26624-1-30,12.3,,31.19,24.06,294.62,0,10.72,0.02
26624-1-30,12.4,,31.19,24.07,294.49,0,10.44,0.03
26624-1-30,12.5,,31.19,24.07,293.57,0,10.14,0.03
26624-1-30,12.6,,31.19,24.07,292.5,0,9.84,0.03
26624-1-30,12.7,,31.18,24.07,291.38,0,9.54,0.03
26624-1-30,12.8,,31.18,24.07,290.09,0,9.24,0.03
26624-1-30,12.9,,31.18,24.07,288.63,0,8.94,0.03
26624-1-30,13,,31.17,24.07,287.17,0,8.65,0.03
26624-1-30,13.1,,31.17,24.07,285.84,0,8.39,0.03
26624-1-30,13.2,,31.17,24.07,284.94,0,8.14,0.03
26624-1-30,13.3,,31.17,24.07,284.51,0,7.92,0.03
26624-1-30,13.4,,31.16,24.07,284.36,0,7.71,0.03
26624-1-30,13.5,,31.16,24.07,284.36,0,7.51,0.03
26624-1-30,13.6,,31.16,24.07,284.4,0,7.32,0.03
26624-1-30,13.7,,31.15,24.08,284.48,0,7.14,0.03
26624-1-30,13.8,,31.15,24.08,284.8,0,6.97,0.03
26624-1-30,13.9,,31.15,24.08,285.16,0,6.82,0.03
26624-1-30,14,,31.14,24.08,285.42,0,6.68,0.03
26624-1-30,14.1,,31.14,24.08,285.86,0,6.55,0.04
26624-1-30,14.2,,31.14,24.08,286.36,0,6.44,0.04
26624-1-30,14.3,,31.13,24.08,286.92,0,6.32,0.04
26624-1-30,14.4,,31.13,24.08,287.36,0,6.22,0.04
26624-1-30,14.5,,31.12,24.08,287.58,0,6.12,0.04
26624-1-30,14.6,,31.12,24.08,287.84,0,6.03,0.04
26624-1-30,14.7,,31.12,24.08,288.52,0,5.94,0.04
26624-1-30,14.8,,31.11,24.09,289.56,0,5.86,0.03
26624-1-30,14.9,,31.11,24.09,290.77,0,5.78,0.03
26624-1-30,15,,31.11,24.09,291.96,0,5.71,0.03
26624-1-30,15.1,,31.1,24.09,293.1,0,5.65,0.03
26624-1-30,15.2,,31.1,24.09,294.34,0,5.59,0.03
26624-1-30,15.3,,31.1,24.09,295.55,0,5.53,0.03
26624-1-30,15.4,,31.1,24.09,296.85,0,5.49,0.03
26624-1-30,15.5,,31.09,24.09,298.34,0,5.45,0.03
26624-1-30,15.6,,31.09,24.1,299.88,0,5.43,0.02
26624-1-30,15.7,,31.09,24.1,301.32,0,5.41,0.02
26624-1-30,15.8,,31.09,24.1,302.57,0,5.42,0.02
26624-1-30,15.9,,31.08,24.1,303.65,0,5.43,0.02
26624-1-30,16,,31.08,24.1,304.94,0,5.47,0.02
26624-1-30,16.1,,31.08,24.1,306.63,0,5.51,0.02
26624-1-30,16.2,,31.08,24.1,309.27,0,5.57,0.01
26624-1-30,16.3,,31.08,24.11,312.8,0,5.65,0.01
26624-1-30,16.4,,31.08,24.11,317.29,0,5.75,0.01
26624-1-30,16.5,,31.08,24.11,323.22,0,5.85,0.01
26624-1-30,16.6,,31.08,24.11,331.41,0,5.97,0.01
26624-1-30,16.7,,31.08,24.11,343.63,0,6.1,0.01
26624-1-30,16.8,,31.08,24.11,1.83,0,6.23,0
26624-1-30,16.9,,31.08,24.11,24.48,0,6.37,0
26624-1-30,17,,31.08,24.11,43.55,0,6.51,0.01
26624-1-30,17.1,,31.08,24.11,55.35,0,6.66,0.01
26624-1-30,17.2,,31.08,24.11,61.33,0,6.8,0.01
26624-1-30,17.3,,31.08,24.11,63.52,0,6.94,0.01
26624-1-30,17.4,,31.08,24.11,62.27,0,7.07,0.01
26624-1-30,17.5,,31.08,24.11,56.21,0,7.19,0.01
26624-1-30,17.6,,31.08,24.11,37.99,0,7.29,0.01
26624-1-30,17.7,,31.08,24.11,353.93,0,7.38,0.01
26624-1-30,17.8,,31.09,24.11,312.04,0,7.45,0.01
26624-1-30,17.9,,31.09,24.11,287.61,0,7.51,0.02
26624-1-30,18,,31.09,24.11,277.05,0,7.55,0.13
26624-1-30,18.1,,31.09,24.11,274.98,0,7.59,0.35
26624-1-30,18.2,,31.09,24.11,273.73,0,7.61,0.6
26624-1-30,18.3,ball_snap,31.09,24.11,272.6,0,7.64,0.81
26624-1-30,18.4,,31.09,24.11,271.92,0,7.76,0.97
26624-1-30,18.5,,31.08,24.12,271.65,0,8.14,1.08
26624-1-30,18.6,,31.08,24.12,271.76,0.01,8.87,1.18
26624-1-30,18.7,,31.07,24.12,272.11,0.01,10,1.27
26624-1-30,18.8,,31.04,24.12,272.19,0.03,11.45,1.35
26624-1-30,18.9,,30.85,24.14,272.41,0.19,13.14,1.43
26624-1-30,19,,30.45,24.16,272.87,0.4,15.14,1.5
26624-1-30,19.1,,30,24.18,273.63,0.45,17.32,1.55
26624-1-30,19.2,,29.62,24.17,274.55,0.38,19.7,1.59
26624-1-30,19.3,,29.34,24.17,275.66,0.28,22.22,1.61
26624-1-30,19.4,,29.14,24.16,277,0.2,24.62,1.62
26624-1-30,19.5,,28.96,24.17,278.36,0.18,26.58,1.62
26624-1-30,19.6,,28.81,24.19,279.66,0.16,27.88,1.62
26624-1-30,19.7,,28.65,24.2,280.84,0.15,28.28,1.61
26624-1-30,19.8,,28.52,24.22,282.29,0.13,28.01,1.51
26624-1-30,19.9,,28.4,24.25,285,0.12,27.01,1.3
26624-1-30,20,,28.3,24.29,289.52,0.11,24.82,1.06
26624-1-30,20.1,,28.24,24.34,295.36,0.08,21.15,0.89
26624-1-30,20.2,,28.2,24.4,301.31,0.07,15.81,0.77
26624-1-30,20.3,,28.19,24.47,306.14,0.07,8.91,0.7
26624-1-30,20.4,,28.19,24.54,309.8,0.07,0.42,0.65
26624-1-30,20.5,,28.19,24.61,312.72,0.07,350.44,0.62
26624-1-30,20.6,,28.19,24.67,315.65,0.06,339.17,0.6
26624-1-30,20.7,pass_forward,28.19,24.72,318.03,0.05,327.14,0.58
26624-1-30,20.8,,28.19,24.77,319.51,0.05,314.92,0.57
26624-1-30,20.9,,28.19,24.82,320.54,0.05,303.09,0.57
26624-1-30,21,,28.18,24.86,321.12,0.04,292.01,0.59
26624-1-30,21.1,,28.16,24.89,320.1,0.03,281.89,0.61
26624-1-30,21.2,,28.12,24.91,318.52,0.04,272.9,0.64
26624-1-30,21.3,,28.06,24.93,316.73,0.07,265.13,0.66
26624-1-30,21.4,,27.98,24.95,315.14,0.08,258.64,0.7
26624-1-30,21.5,,27.9,24.97,314.57,0.08,253.4,0.74
26624-1-30,21.6,,27.83,24.99,315.09,0.08,249.26,0.78
26624-1-30,21.7,,27.73,25.03,316.08,0.1,245.92,0.81
26624-1-30,21.8,pass_arrived,27.65,25.08,317.69,0.11,243.52,0.85
26624-1-30,21.9,pass_outcome_caught,27.57,25.17,320.54,0.11,242.09,0.87
26624-1-30,22,,27.49,25.25,323.83,0.11,241.89,0.88
26624-1-30,22.1,,27.43,25.33,328.29,0.1,243.33,0.88
26624-1-30,22.2,,27.37,25.41,333.55,0.1,246.26,0.88
26624-1-30,22.3,,27.3,25.5,339.39,0.11,250.52,0.89
26624-1-30,22.4,,27.24,25.6,346.19,0.11,255.96,0.9
26624-1-30,22.5,,27.2,25.71,353.48,0.11,262.27,0.92
26624-1-30,22.6,,27.17,25.82,2.18,0.12,269.29,0.95
26624-1-30,22.7,,27.17,25.94,11.37,0.12,277.04,0.98
26624-1-30,22.8,,27.19,26.06,20.08,0.12,285.28,1.02
26624-1-30,22.9,,27.22,26.17,27.97,0.11,293.66,1.07
26624-1-30,23,,27.29,26.26,35.1,0.11,301.64,1.14
26624-1-30,23.1,,27.35,26.35,41.61,0.11,308.97,1.22
26624-1-30,23.2,,27.42,26.44,48.08,0.12,315.54,1.33
26624-1-30,23.3,,27.52,26.54,53.93,0.13,321.12,1.44
26624-1-30,23.4,,27.64,26.63,58.73,0.15,325.66,1.56
26624-1-30,23.5,,27.8,26.72,63.14,0.19,329.23,1.69
26624-1-30,23.6,,27.99,26.81,66.84,0.21,332.05,1.81
26624-1-30,23.7,,28.19,26.88,70.07,0.21,334.55,1.93
26624-1-30,23.8,,28.39,26.95,72.93,0.21,336.96,2.05
26624-1-30,23.9,,28.6,27,75.25,0.22,339.26,2.17
26624-1-30,24,,28.83,27.06,77.48,0.23,341.48,2.29
26624-1-30,24.1,,29.07,27.09,79.51,0.25,343.49,2.43
26624-1-30,24.2,,29.34,27.12,80.92,0.27,345.25,2.55
26624-1-30,24.3,,29.6,27.16,82.12,0.27,346.63,2.66
26624-1-30,24.4,,29.88,27.2,83.25,0.28,347.51,2.75
26624-1-30,24.5,,30.16,27.23,84.27,0.29,347.96,2.82
26624-1-30,24.6,,30.45,27.25,85.29,0.29,348.33,2.89
26624-1-30,24.7,,30.75,27.25,86.28,0.3,348.92,2.96
26624-1-30,24.8,first_contact,31.06,27.25,87.06,0.31,349.78,3.03
26624-1-30,24.9,,31.38,27.24,87.69,0.32,350.62,3.09
26624-1-30,25,,31.72,27.24,88.11,0.34,351.15,3.14
26624-1-30,25.1,,32.05,27.26,88.36,0.33,351.37,3.17
26624-1-30,25.2,tackle,32.38,27.29,88.66,0.33,351.39,3.21
26624-1-30,25.3,,32.71,27.31,89.15,0.33,351.52,3.23
26624-1-30,25.4,,33.04,27.31,89.67,0.34,352,3.26
26624-1-30,25.5,,33.38,27.31,90.05,0.34,352.89,3.28
26624-1-30,25.6,,33.72,27.3,90.31,0.34,354.13,3.3
26624-1-30,25.7,,34.05,27.28,90.55,0.34,355.6,3.32
26624-1-30,25.8,,34.39,27.28,90.49,0.33,356.9,3.33
26624-1-30,25.9,,34.72,27.28,90.25,0.33,357.63,3.32
26624-1-30,26,,35.05,27.29,90.5,0.33,357.9,3.32
26624-1-30,26.1,,35.37,27.3,90.95,0.33,358.16,3.32
26624-1-30,26.2,,35.7,27.28,91.38,0.33,358.7,3.32
26624-1-30,26.3,,36.03,27.26,91.75,0.33,359.67,3.32
26624-1-30,26.4,,36.36,27.24,91.71,0.33,0.84,3.31
26624-1-30,26.5,,36.69,27.22,91.64,0.34,1.74,3.3
26624-1-30,26.6,,37.03,27.2,91.61,0.34,2.03,3.29
26624-1-30,26.7,,37.37,27.19,91.44,0.34,1.76,3.28
26624-1-30,26.8,,37.69,27.21,91.29,0.33,1.18,3.26
26624-1-30,26.9,,38.02,27.21,91.46,0.32,0.55,3.23
26624-1-30,27,,38.35,27.19,91.72,0.33,0.13,3.21
26624-1-30,27.1,,38.68,27.16,91.54,0.34,0.2,3.19
26624-1-30,27.2,,39.02,27.13,91.3,0.34,0.62,3.17
26624-1-30,27.3,,39.34,27.13,91.06,0.32,0.87,3.13
26624-1-30,27.4,,39.66,27.13,90.7,0.32,0.66,3.09
26624-1-30,27.5,,39.98,27.12,90.36,0.32,359.85,3.04
26624-1-30,27.6,,40.28,27.13,90.33,0.31,358.74,2.99
26624-1-30,27.7,,40.58,27.15,90.63,0.3,357.76,2.95
26624-1-30,27.8,,40.87,27.14,90.69,0.29,357.3,2.9
26624-1-30,27.9,,41.16,27.12,90.55,0.29,357.24,2.84
26624-1-30,28,,41.45,27.13,90.25,0.29,357.34,2.78
26624-1-30,28.1,,41.73,27.13,89.88,0.28,357.29,2.71
26624-1-30,28.2,,42,27.14,89.82,0.27,356.88,2.64
26624-1-30,28.3,,42.26,27.15,89.82,0.26,356.02,2.58
26624-1-30,28.4,,42.51,27.16,89.57,0.25,354.87,2.51
26624-1-30,28.5,,42.76,27.16,89.61,0.25,353.93,2.45
26624-1-30,28.6,,43,27.15,89.74,0.24,353.4,2.39
26624-1-30,28.7,,43.24,27.15,89.49,0.23,353.16,2.34
26624-1-30,28.8,,43.46,27.14,89.29,0.23,352.97,2.28
26624-1-30,28.9,,43.68,27.14,89.47,0.22,352.81,2.22
26624-1-30,29,,43.89,27.14,89.64,0.21,352.65,2.16
26624-1-30,29.1,,44.1,27.14,89.84,0.21,352.5,2.11
26624-1-30,29.2,,44.3,27.14,90.17,0.2,352.36,2.06
26624-1-30,29.3,,44.5,27.15,90.34,0.2,352.28,2.02
26624-1-30,29.4,,44.7,27.16,90.32,0.19,352.39,1.98
26624-1-30,29.5,,44.89,27.17,90.18,0.19,352.72,1.94
26624-1-30,29.6,,45.07,27.18,90.05,0.19,353.19,1.9
26624-1-30,29.7,,45.26,27.17,89.99,0.18,353.5,1.87
26624-1-30,29.8,,45.44,27.16,90.12,0.18,353.59,1.84
26624-1-30,29.9,,45.62,27.15,90.24,0.18,353.61,1.81
26624-1-30,30,,45.8,27.15,90.21,0.18,353.56,1.78
26624-1-30,30.1,,45.97,27.14,90.11,0.17,353.29,1.75
26624-1-30,30.2,,46.15,27.14,90.2,0.17,352.78,1.73
26624-1-30,30.3,,46.32,27.14,90.3,0.17,352.17,1.7
26624-1-30,30.4,,46.49,27.14,90.3,0.17,351.59,1.68
26624-1-30,30.5,,46.65,27.14,90.46,0.17,351.22,1.66
26624-1-30,30.6,,46.82,27.14,90.54,0.17,351.05,1.63
26624-1-30,30.7,,46.99,27.13,90.4,0.17,350.98,1.6
26624-1-30,30.8,,47.15,27.13,90.27,0.16,351.03,1.58
26624-1-30,30.9,,47.3,27.13,90.16,0.16,351.27,1.55
26624-1-30,31,,47.46,27.13,90.02,0.16,351.71,1.53
26624-1-30,31.1,,47.61,27.14,90.09,0.15,352.29,1.5
26624-1-30,31.2,,47.76,27.15,90.36,0.15,353.23,1.48
26624-1-30,31.3,,47.91,27.15,90.67,0.15,354.63,1.45
26624-1-30,31.4,,48.05,27.15,91.05,0.14,356.37,1.42
26624-1-30,31.5,,48.19,27.15,91.63,0.14,358.22,1.39
26624-1-30,31.6,,48.33,27.14,92.13,0.14,0.1,1.36
26624-1-30,31.7,,48.46,27.14,92.76,0.13,2.05,1.34
26624-1-30,31.8,,48.59,27.14,93.67,0.13,4.15,1.33
26624-1-30,31.9,,48.72,27.14,94.63,0.13,6.47,1.32
26624-1-30,32,,48.85,27.14,95.82,0.13,9.08,1.3
26624-1-30,32.1,,48.97,27.13,97.28,0.13,11.97,1.27
26624-1-30,32.2,,49.1,27.11,98.87,0.12,15.05,1.25
26624-1-30,32.3,,49.21,27.1,100.21,0.12,18.17,1.23
26624-1-30,32.4,,49.33,27.07,101.2,0.12,21.2,1.23
26624-1-30,32.5,,49.44,27.04,102.18,0.12,24.26,1.22
26624-1-30,32.6,,49.56,27.01,102.94,0.12,27.51,1.22
26624-1-30,32.7,,49.69,26.98,103.92,0.13,30.94,1.21
26624-1-30,32.8,,49.82,26.94,105.18,0.13,34.39,1.2
26624-1-30,32.9,,49.94,26.9,106.18,0.12,37.64,1.18
26624-1-30,33,,50.03,26.86,107.04,0.11,40.61,1.17
26624-1-30,33.1,,50.13,26.8,107.77,0.11,43.23,1.16
26624-1-30,33.2,,50.24,26.76,108,0.12,45.41,1.16
26624-1-30,33.3,,50.36,26.72,107.84,0.12,47.2,1.16
26624-1-30,33.4,,50.48,26.68,107.59,0.13,48.71,1.15
26624-1-30,33.5,,50.6,26.65,107.42,0.12,49.96,1.13
26624-1-30,33.6,,50.7,26.62,107.29,0.11,50.81,1.11
26624-1-30,33.7,,50.8,26.58,107.48,0.11,51.04,1.09
26624-1-30,33.8,,50.89,26.54,107.65,0.1,50.62,1.08
26624-1-30,33.9,,50.99,26.51,107.3,0.1,49.71,1.09
26624-1-30,34,,51.09,26.48,106.83,0.11,48.52,1.09
26624-1-30,34.1,,51.2,26.45,106.58,0.12,47.05,1.07
26624-1-30,34.2,,51.31,26.43,106.44,0.11,45.26,1.06
26624-1-30,34.3,,51.41,26.42,106.47,0.1,43.2,1.04
26624-1-30,34.4,,51.51,26.4,106.79,0.09,40.89,1.02
26624-1-30,34.5,,51.6,26.38,106.89,0.09,38.16,1.01
26624-1-30,34.6,,51.69,26.35,106.78,0.1,34.77,1
26624-1-30,34.7,,51.79,26.31,106.55,0.11,30.73,0.99
26624-1-30,34.8,,51.9,26.27,106.01,0.11,26.31,0.97
26624-1-30,34.9,,52,26.24,105.39,0.11,21.67,0.95
26624-1-30,35,,52.09,26.21,105.15,0.1,16.94,0.91
26624-1-30,35.1,,52.18,26.18,105.16,0.09,12.16,0.87
26624-1-31,0,huddle_start_offense,52.84,28.05,347.58,0.03,285.22,0.2
26624-1-31,0.1,,52.83,28.07,351.3,0.02,288.22,0.18
26624-1-31,0.2,,52.84,28.07,0.74,0.02,290.69,0.16
26624-1-31,0.3,,52.87,28.09,9.98,0.03,292.59,0.14
26624-1-31,0.4,,52.9,28.11,16.69,0.04,293.81,0.12
26624-1-31,0.5,,52.93,28.12,23.15,0.03,294.3,0.11
26624-1-31,0.6,,52.94,28.12,27.61,0.01,294.23,0.1
26624-1-31,0.7,,52.95,28.12,33.21,0.01,293.71,0.09
26624-1-31,0.8,,52.94,28.12,40.87,0.01,292.74,0.09
26624-1-31,0.9,,52.92,28.12,52.43,0.02,291.4,0.09
26624-1-31,1,,52.92,28.12,59.12,0,289.7,0.09
26624-1-31,1.1,,52.93,28.11,58.74,0.02,287.73,0.08
26624-1-31,1.2,,52.94,28.12,59.01,0.01,285.61,0.07
26624-1-31,1.3,,52.95,28.13,61.72,0.01,283.48,0.05
26624-1-31,1.4,,52.96,28.14,64.4,0.01,281.33,0.03
26624-1-31,1.5,,52.96,28.14,64.95,0.01,279.31,0.03
26624-1-31,1.6,,52.97,28.15,60.77,0.01,277.55,0.02
